date;groundwaterlevel_m_a_s_l
2020-01-01 00:00;16.48025
2020-01-02 00:00;16.4776
2020-01-03 00:00;16.48235
2020-01-04 00:00;16.43245
2020-01-05 00:00;16.36165
2020-01-06 00:00;16.3745
2020-01-07 00:00;16.3695
2020-01-08 00:00;16.38925
2020-01-09 00:00;16.32345
2020-01-10 00:00;16.2924
2020-01-11 00:00;16.28385
2020-01-12 00:00;16.29265
2020-01-13 00:00;16.23315
2020-01-14 00:00;16.24135
2020-01-15 00:00;16.29575
2020-01-16 00:00;16.2812
2020-01-17 00:00;16.27285
2020-01-18 00:00;16.2936
2020-01-19 00:00;16.2068
2020-01-20 00:00;16.20335
2020-01-21 00:00;16.21445
2020-01-22 00:00;16.1727
2020-01-23 00:00;16.16495
2020-01-24 00:00;16.1698
2020-01-25 00:00;16.11175
2020-01-26 00:00;16.09215
2020-01-27 00:00;16.0725
2020-01-28 00:00;16.0743
2020-01-29 00:00;16.0555
2020-01-30 00:00;16.0331
2020-01-31 00:00;16.0301
2020-02-01 00:00;16.06025
2020-02-02 00:00;16.082
2020-02-03 00:00;16.0579
2020-02-04 00:00;16.04255
2020-02-05 00:00;16.01985
2020-02-06 00:00;15.9896
2020-02-07 00:00;15.97005
2020-02-08 00:00;15.98355
2020-02-09 00:00;16.0344
2020-02-10 00:00;16.09095
2020-02-11 00:00;16.0016
2020-02-12 00:00;15.9591
2020-02-13 00:00;15.9364
2020-02-14 00:00;15.9186
2020-02-15 00:00;15.9558
2020-02-16 00:00;16.03805
2020-02-17 00:00;16.0632
2020-02-18 00:00;16.0439
2020-02-19 00:00;16.0202
2020-02-20 00:00;16.0013
2020-02-21 00:00;16.04605
2020-02-22 00:00;16.0918
2020-02-23 00:00;16.05985
2020-02-24 00:00;15.9945
2020-02-25 00:00;16.02015
2020-02-26 00:00;16.0067
2020-02-27 00:00;15.96535
2020-02-28 00:00;15.9355
2020-02-29 00:00;15.9378
2020-03-01 00:00;15.96705
2020-03-02 00:00;15.9891
2020-03-03 00:00;16.01375
2020-03-04 00:00;16.11945
2020-03-05 00:00;16.28375
2020-03-06 00:00;16.30685
2020-03-07 00:00;16.29745
2020-03-08 00:00;16.3087
2020-03-09 00:00;16.28775
2020-03-10 00:00;16.29015
2020-03-11 00:00;16.30235
2020-03-12 00:00;16.27645
2020-03-13 00:00;16.1834
2020-03-14 00:00;16.1131
2020-03-15 00:00;16.15595
2020-03-16 00:00;16.1208
2020-03-17 00:00;16.1061
2020-03-18 00:00;16.11195
2020-03-19 00:00;16.06385
2020-03-20 00:00;16.01745
2020-03-21 00:00;15.99205
2020-03-22 00:00;15.98105
2020-03-23 00:00;15.9878
2020-03-24 00:00;15.98155
2020-03-25 00:00;15.96695
2020-03-26 00:00;15.93095
2020-03-27 00:00;15.9203
2020-03-28 00:00;15.91005
2020-03-29 00:00;15.8817
2020-03-30 00:00;15.86235
2020-03-31 00:00;15.87175
2020-04-01 00:00;15.88725
2020-04-02 00:00;15.89425
2020-04-03 00:00;15.82365
2020-04-04 00:00;15.74995
2020-04-05 00:00;15.72845
2020-04-06 00:00;15.73935
2020-04-07 00:00;15.73435
2020-04-08 00:00;15.7274
2020-04-09 00:00;15.7201
2020-04-10 00:00;15.688
2020-04-11 00:00;15.68205
2020-04-12 00:00;15.7184
2020-04-13 00:00;15.68095
2020-04-14 00:00;15.65085
2020-04-15 00:00;15.6531
2020-04-16 00:00;15.628
2020-04-17 00:00;15.6007
2020-04-18 00:00;15.58665
2020-04-19 00:00;15.57335
2020-04-20 00:00;15.5596
2020-04-21 00:00;15.55155
2020-04-22 00:00;15.5495
2020-04-23 00:00;15.5553
2020-04-24 00:00;15.5492
2020-04-25 00:00;15.534
2020-04-26 00:00;15.5168
2020-04-27 00:00;15.50295
2020-04-28 00:00;15.49785
2020-04-29 00:00;15.48355
2020-04-30 00:00;15.47755
2020-05-01 00:00;15.48295
2020-05-02 00:00;15.4703
2020-05-03 00:00;15.4585
2020-05-04 00:00;15.45985
2020-05-05 00:00;15.51915
2020-05-06 00:00;15.55325
2020-05-07 00:00;15.54665
2020-05-08 00:00;15.55085
2020-05-09 00:00;15.522
2020-05-10 00:00;15.52705
2020-05-11 00:00;15.53185
2020-05-12 00:00;15.5519
2020-05-13 00:00;15.5398
2020-05-14 00:00;15.52795
2020-05-15 00:00;15.53035
2020-05-16 00:00;15.52255
2020-05-17 00:00;15.50155
2020-05-18 00:00;15.48005
2020-05-19 00:00;15.4761
2020-05-20 00:00;15.4628
2020-05-21 00:00;15.4603
2020-05-22 00:00;15.45755
2020-05-23 00:00;15.46105
2020-05-24 00:00;15.45115
2020-05-25 00:00;15.42495
2020-05-26 00:00;15.417
2020-05-27 00:00;15.41575
2020-05-28 00:00;15.4017
2020-05-29 00:00;15.3945
2020-05-30 00:00;15.38545
2020-05-31 00:00;15.3771
2020-06-01 00:00;15.3724
2020-06-02 00:00;15.36605
2020-06-03 00:00;15.359
2020-06-04 00:00;15.3529
2020-06-05 00:00;15.34675
2020-06-06 00:00;15.3418
2020-06-07 00:00;15.3184
2020-06-08 00:00;15.30845
2020-06-09 00:00;15.2985
2020-06-10 00:00;15.2909
2020-06-11 00:00;15.2837
2020-06-12 00:00;15.27535
2020-06-13 00:00;15.2661
2020-06-14 00:00;15.26
2020-06-15 00:00;15.25485
2020-06-16 00:00;15.25055
2020-06-17 00:00;15.25725
2020-06-18 00:00;15.2582
2020-06-19 00:00;15.2478
2020-06-20 00:00;15.23785
2020-06-21 00:00;15.2294
2020-06-22 00:00;15.22365
2020-06-23 00:00;15.21395
2020-06-24 00:00;15.20415
2020-06-25 00:00;15.19635
2020-06-26 00:00;15.1909
2020-06-27 00:00;15.18445
2020-06-28 00:00;15.1778
2020-06-29 00:00;15.17365
2020-06-30 00:00;15.1721
2020-07-01 00:00;15.16465
2020-07-02 00:00;15.15715
2020-07-03 00:00;15.1481
2020-07-04 00:00;15.1479
2020-07-05 00:00;15.1552
2020-07-06 00:00;15.19265
2020-07-07 00:00;15.1841
2020-07-08 00:00;15.17375
2020-07-09 00:00;15.16105
2020-07-10 00:00;15.15505
2020-07-11 00:00;15.1495
2020-07-12 00:00;15.14145
2020-07-13 00:00;15.13745
2020-07-14 00:00;15.13315
2020-07-15 00:00;15.12935
2020-07-16 00:00;15.1236
2020-07-17 00:00;15.11635
2020-07-18 00:00;15.10985
2020-07-19 00:00;15.1055
2020-07-20 00:00;15.1028
2020-07-21 00:00;15.0988
2020-07-22 00:00;15.09205
2020-07-23 00:00;15.08695
2020-07-24 00:00;15.08205
2020-07-25 00:00;15.07395
2020-07-26 00:00;15.0665
2020-07-27 00:00;15.0631
2020-07-28 00:00;15.06335
2020-07-29 00:00;15.05955
2020-07-30 00:00;15.0555
2020-07-31 00:00;15.05535
2020-08-01 00:00;15.0534
2020-08-02 00:00;15.05195
2020-08-03 00:00;15.04695
2020-08-04 00:00;15.0403
2020-08-05 00:00;15.0344
2020-08-06 00:00;15.02955
2020-08-07 00:00;15.02325
2020-08-08 00:00;15.0186
2020-08-09 00:00;15.0123
2020-08-10 00:00;15.0079
2020-08-11 00:00;15.00355
2020-08-12 00:00;15
2020-08-13 00:00;14.99575
2020-08-14 00:00;14.99335
2020-08-15 00:00;14.98715
2020-08-16 00:00;14.9812
2020-08-17 00:00;14.9771
2020-08-18 00:00;14.9744
2020-08-19 00:00;14.9687
2020-08-20 00:00;14.96375
2020-08-21 00:00;14.95985
2020-08-22 00:00;14.9573
2020-08-23 00:00;14.95255
2020-08-24 00:00;14.948
2020-08-25 00:00;14.9433
2020-08-26 00:00;14.93895
2020-08-27 00:00;14.9344
2020-08-28 00:00;14.9309
2020-08-29 00:00;14.93045
2020-08-30 00:00;14.93015
2020-08-31 00:00;14.9293
2020-09-01 00:00;14.9258
2020-09-02 00:00;14.92285
2020-09-03 00:00;14.92285
2020-09-04 00:00;14.92165
2020-09-05 00:00;14.9166
2020-09-06 00:00;14.91105
2020-09-07 00:00;14.90565
2020-09-08 00:00;14.90285
2020-09-09 00:00;14.9034
2020-09-10 00:00;14.90055
2020-09-11 00:00;14.89635
2020-09-12 00:00;14.8943
2020-09-13 00:00;14.89225
2020-09-14 00:00;14.8896
2020-09-15 00:00;14.88905
2020-09-16 00:00;14.88955
2020-09-17 00:00;14.8835
2020-09-18 00:00;14.87955
2020-09-19 00:00;14.875
2020-09-20 00:00;14.87315
2020-09-21 00:00;14.8719
2020-09-22 00:00;14.86805
2020-09-23 00:00;14.8656
2020-09-24 00:00;14.86275
2020-09-25 00:00;14.85995
2020-09-26 00:00;14.85925
2020-09-27 00:00;14.8596
2020-09-28 00:00;14.8596
2020-09-29 00:00;14.86009091
2020-09-30 00:00;14.8615
2020-10-01 00:00;14.8606
2020-10-02 00:00;14.85915
2020-10-03 00:00;14.8577
2020-10-04 00:00;14.85705
2020-10-05 00:00;14.85535
2020-10-06 00:00;14.85565
2020-10-07 00:00;14.86325
2020-10-08 00:00;14.86285
2020-10-09 00:00;14.86365
2020-10-10 00:00;14.8706
2020-10-11 00:00;14.8737
2020-10-12 00:00;14.87615
2020-10-13 00:00;14.87355
2020-10-14 00:00;14.87095
2020-10-15 00:00;14.86955
2020-10-16 00:00;14.8672
2020-10-17 00:00;14.86695
2020-10-18 00:00;14.866
2020-10-19 00:00;14.8624
2020-10-20 00:00;14.86075
2020-10-21 00:00;14.86105
2020-10-22 00:00;14.8661
2020-10-23 00:00;14.89186667
2020-10-24 00:00;14.91285
2020-10-25 00:00;14.94095
2020-10-26 00:00;14.99875
2020-10-27 00:00;15.10845
2020-10-28 00:00;15.1852
2020-10-29 00:00;15.2129
2020-10-30 00:00;15.21735
2020-10-31 00:00;15.21875
2020-11-01 00:00;15.22975
2020-11-02 00:00;15.25435
2020-11-03 00:00;15.2891
2020-11-04 00:00;15.32045
2020-11-05 00:00;15.33375
2020-11-06 00:00;15.32905
2020-11-07 00:00;15.33325
2020-11-08 00:00;15.3241
2020-11-09 00:00;15.3216
2020-11-10 00:00;15.3211
2020-11-11 00:00;15.3268
2020-11-12 00:00;15.32935
2020-11-13 00:00;15.3293
2020-11-14 00:00;15.3335
2020-11-15 00:00;15.336
2020-11-16 00:00;15.33985
2020-11-17 00:00;15.3383
2020-11-18 00:00;15.34175
2020-11-19 00:00;15.35065
2020-11-20 00:00;15.3289
2020-11-21 00:00;15.36315
2020-11-22 00:00;15.4404
2020-11-23 00:00;15.46275
2020-11-24 00:00;15.47395
2020-11-25 00:00;15.4861
2020-11-26 00:00;15.50075
2020-11-27 00:00;15.51085
2020-11-28 00:00;15.5152
2020-11-29 00:00;15.52615
2020-11-30 00:00;15.54125
2020-12-01 00:00;15.5353
2020-12-02 00:00;15.5592
2020-12-03 00:00;15.5869
2020-12-04 00:00;15.5966
2020-12-05 00:00;15.63945
2020-12-06 00:00;15.6733
2020-12-07 00:00;15.6944
2020-12-08 00:00;15.7003
2020-12-09 00:00;15.702
2020-12-10 00:00;15.71065
2020-12-11 00:00;15.7203
2020-12-12 00:00;15.7139
2020-12-13 00:00;15.71785
2020-12-14 00:00;15.7324
2020-12-15 00:00;15.75145
2020-12-16 00:00;15.7615
2020-12-17 00:00;15.786
2020-12-18 00:00;15.8605
2020-12-19 00:00;15.91335
2020-12-20 00:00;15.93045
2020-12-21 00:00;15.94945
2020-12-22 00:00;15.975
2020-12-23 00:00;16.0222
2020-12-24 00:00;16.03355
2020-12-25 00:00;16.0223
2020-12-26 00:00;16.03265
2020-12-27 00:00;16.11805
2020-12-28 00:00;16.19725
2020-12-29 00:00;16.2711
2020-12-30 00:00;16.32705
2020-12-31 00:00;16.37175
2021-01-01 00:00;16.3823
2021-01-02 00:00;16.39215
2021-01-03 00:00;16.38625
2021-01-04 00:00;16.38935
2021-01-05 00:00;16.3805
2021-01-06 00:00;16.38305
2021-01-07 00:00;16.38015
2021-01-08 00:00;16.33835
2021-01-09 00:00;16.30295
2021-01-10 00:00;16.314
2021-01-11 00:00;16.3141
2021-01-12 00:00;16.4841
2021-01-13 00:00;16.4804
2021-01-14 00:00;16.4384
2021-01-15 00:00;16.4296
2021-01-16 00:00;16.41945
2021-01-17 00:00;16.39235
2021-01-18 00:00;16.383
2021-01-19 00:00;16.364
2021-01-20 00:00;16.3536
2021-01-21 00:00;16.4142
2021-01-22 00:00;16.5647
2021-01-23 00:00;16.6094
2021-01-24 00:00;16.5988
2021-01-25 00:00;16.5775
2021-01-26 00:00;16.53385
2021-01-27 00:00;16.5169
2021-01-28 00:00;16.5048
2021-01-29 00:00;16.48375
2021-01-30 00:00;16.46955
2021-01-31 00:00;16.43855
2021-02-01 00:00;16.3878
2021-02-02 00:00;16.35115
2021-02-03 00:00;16.31075
2021-02-04 00:00;16.26615
2021-02-05 00:00;16.2376
2021-02-06 00:00;16.22165
2021-02-07 00:00;16.2118
2021-02-08 00:00;16.20255
2021-02-09 00:00;16.1879
2021-02-10 00:00;16.15825
2021-02-11 00:00;16.10165
2021-02-12 00:00;16.084
2021-02-13 00:00;16.07595
2021-02-14 00:00;16.0548
2021-02-15 00:00;16.046
2021-02-16 00:00;16.04685
2021-02-17 00:00;16.0054
2021-02-18 00:00;15.98545
2021-02-19 00:00;15.98765
2021-02-20 00:00;15.95445
2021-02-21 00:00;16.0605
2021-02-22 00:00;16.24495
2021-02-23 00:00;16.34805
2021-02-24 00:00;16.4026
2021-02-25 00:00;16.441
2021-02-26 00:00;16.43235
2021-02-27 00:00;16.38385
2021-02-28 00:00;16.38825
2021-03-01 00:00;16.3832
2021-03-02 00:00;16.34505
2021-03-03 00:00;16.3542
2021-03-04 00:00;16.3232
2021-03-05 00:00;16.2684
2021-03-06 00:00;16.28095
2021-03-07 00:00;16.23915
2021-03-08 00:00;16.16765
2021-03-09 00:00;16.16155
2021-03-10 00:00;16.1167
2021-03-11 00:00;16.184
2021-03-12 00:00;16.18685
2021-03-13 00:00;16.1367
2021-03-14 00:00;16.1176
2021-03-15 00:00;16.0773
2021-03-16 00:00;16.0419
2021-03-17 00:00;16.0294
2021-03-18 00:00;16.0351
2021-03-19 00:00;16.00815
2021-03-20 00:00;16.0538
2021-03-21 00:00;16.0268
2021-03-22 00:00;15.97875
2021-03-23 00:00;15.9527
2021-03-24 00:00;15.94945
2021-03-25 00:00;15.92735
2021-03-26 00:00;15.90435
2021-03-27 00:00;15.90255
2021-03-28 00:00;15.88565
2021-03-29 00:00;15.86695
2021-03-30 00:00;15.8452
2021-03-31 00:00;15.8301
2021-04-01 00:00;15.8182
2021-04-02 00:00;15.8169
2021-04-03 00:00;15.7918
2021-04-04 00:00;15.8289
2021-04-05 00:00;15.8445
2021-04-06 00:00;15.7894
2021-04-07 00:00;15.7446
2021-04-08 00:00;15.7268
2021-04-09 00:00;15.7532
2021-04-10 00:00;15.71295
2021-04-11 00:00;15.70165
2021-04-12 00:00;15.7598
2021-04-13 00:00;15.80095
2021-04-14 00:00;15.799
2021-04-15 00:00;15.7926
2021-04-16 00:00;15.7981
2021-04-17 00:00;15.79065
2021-04-18 00:00;15.7782
2021-04-19 00:00;15.7668
2021-04-20 00:00;15.7728
2021-04-21 00:00;15.7852
2021-04-22 00:00;15.7436
2021-04-23 00:00;15.732
2021-04-24 00:00;15.7279
2021-04-25 00:00;15.7229
2021-04-26 00:00;15.72245
2021-04-27 00:00;15.7152
2021-04-28 00:00;15.70385
2021-04-29 00:00;15.69185
2021-04-30 00:00;15.6828
2021-05-01 00:00;15.6639
2021-05-02 00:00;15.655
2021-05-03 00:00;15.65335
2021-05-04 00:00;15.6493
2021-05-05 00:00;15.65055
2021-05-06 00:00;15.662
2021-05-07 00:00;15.6682
2021-05-08 00:00;15.6663
2021-05-09 00:00;15.6691
2021-05-10 00:00;15.676
2021-05-11 00:00;15.67515
2021-05-12 00:00;15.6809
2021-05-13 00:00;15.67665
2021-05-14 00:00;15.66605
2021-05-15 00:00;15.65445
2021-05-16 00:00;15.6379
2021-05-17 00:00;15.64175
2021-05-18 00:00;15.6343
2021-05-19 00:00;15.6307
2021-05-20 00:00;15.6209
2021-05-21 00:00;15.6206
2021-05-22 00:00;15.6108
2021-05-23 00:00;15.596
2021-05-24 00:00;15.5955
2021-05-25 00:00;15.61015
2021-05-26 00:00;15.6888
2021-05-27 00:00;16.0562
2021-05-28 00:00;16.16985
2021-05-29 00:00;16.18065
2021-05-30 00:00;16.17175
2021-05-31 00:00;16.15255
2021-06-01 00:00;16.10035
2021-06-02 00:00;16.0503
2021-06-03 00:00;16.0235
2021-06-04 00:00;16.00645
2021-06-05 00:00;15.98755
2021-06-06 00:00;15.9542
2021-06-07 00:00;15.9212
2021-06-08 00:00;15.90935
2021-06-09 00:00;15.90915
2021-06-10 00:00;15.881
2021-06-11 00:00;15.85755
2021-06-12 00:00;15.86385
2021-06-13 00:00;15.8088
2021-06-14 00:00;15.7993
2021-06-15 00:00;15.7697
2021-06-16 00:00;15.74544
2021-06-17 00:00;15.7069
2021-06-18 00:00;15.68995
2021-06-19 00:00;15.6655
2021-06-20 00:00;15.64775
2021-06-21 00:00;15.6261
2021-06-22 00:00;15.60315
2021-06-23 00:00;15.58175
2021-06-24 00:00;15.5691
2021-06-25 00:00;15.5596
2021-06-26 00:00;15.54195
2021-06-27 00:00;15.52535
2021-06-28 00:00;15.5127
2021-06-29 00:00;15.495
2021-06-30 00:00;15.47535
2021-07-01 00:00;15.45765
2021-07-02 00:00;15.4404
2021-07-03 00:00;15.42245
2021-07-04 00:00;15.4063
2021-07-05 00:00;15.39295
2021-07-06 00:00;15.3811
2021-07-07 00:00;15.3692
2021-07-08 00:00;15.35655
2021-07-09 00:00;15.34755
2021-07-10 00:00;15.3442
2021-07-11 00:00;15.32645
2021-07-12 00:00;15.3108
2021-07-13 00:00;15.3013
2021-07-14 00:00;15.29185
2021-07-15 00:00;15.28035
2021-07-16 00:00;15.2622
2021-07-17 00:00;15.25555
2021-07-18 00:00;15.2452
2021-07-19 00:00;15.23245
2021-07-20 00:00;15.22495
2021-07-21 00:00;15.21075
2021-07-22 00:00;15.20285
2021-07-23 00:00;15.19135
2021-07-24 00:00;15.1821
2021-07-25 00:00;15.1715
2021-07-26 00:00;15.1617
2021-07-27 00:00;15.15515
